diseaseName,populationIdentifier,timePeriod,frequencyDependent,referencePopulationDensity,transmissionRate,nonLinearityCoefficient,recoveryRate,infectiousMortalityRate,physicallyAdjacentInfectiousProportion,roadNetworkInfectiousProportion
solanum_disease,human,86400000,true,100.0,1.2,1.0,0.0,0.0,0.05,0.01
